Sport,Sporting Event Name,athletes,country_name,athlete_full_name,Olympic Host,Olympic Name,Year
Speed skating,1000m men,,German Democratic Republic (Germany),Klaus WUNDERLICH,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,German Democratic Republic (Germany),Manfred WINTER,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,Canada,Andrew BARRON,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,Sweden,Dan JOHANSSON,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Sweden,Dan JOHANSSON,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,Austria,Ludwig KRONFUß,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Austria,Ludwig KRONFUß,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,Italy,Ivano BAMBERGHI,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,Belgium,Gilbert VAN EESBEECK,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Belgium,Gilbert VAN EESBEECK,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,Italy,Loris VELLAR,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,Netherlands,Jan DERKSEN,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Soviet Union,Sergey Ryabev,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Italy,Bruno TONIOLLI,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Italy,Bruno TONIOLLI,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Italy,Bruno TONIOLLI,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,France,Richard TOURNE,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,France,Richard TOURNE,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Sweden,Mats WALLBERG,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Sweden,Mats WALLBERG,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Sweden,Mats WALLBERG,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Italy,Floriano MARTELLO,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Italy,Floriano MARTELLO,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Austria,Berend SCHABUS,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Austria,Berend SCHABUS,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Austria,Berend SCHABUS,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Italy,Giovanni PANCIERA,Austria,Innsbruck 1976,1976
Speed skating,3000m women,,Soviet Union,Tetiana Shelekhova,Austria,Innsbruck 1976,1976
Speed skating,1000m women,,Soviet Union,Tetiana Shelekhova,Austria,Innsbruck 1976,1976
Speed skating,3000m women,,Canada,Gayle GORDON,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Norway,Jörn DIDRIKSEN,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Soviet Union,Valery MURATOV,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Soviet Union,Valery MURATOV,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Soviet Union,Aleksandr SAFRONOV,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Federal Republic of Germany,Horst FREESE,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Federal Republic of Germany,Horst FREESE,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Japan,Masaki SUZUKI,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Japan,Masaki SUZUKI,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,German Democratic Republic (Germany),Harald OEHME,Austria,Innsbruck 1976,1976
Speed skating,500m men,,German Democratic Republic (Germany),Harald OEHME,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Canada,Tom OVEREND,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Canada,Tom OVEREND,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Japan,Mikio OYAMA,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Japan,Mikio OYAMA,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Soviet Union,Andrey MALIKOV,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Soviet Union,Andrey MALIKOV,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Japan,Norio HIRATE,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Japan,Norio HIRATE,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Sweden,Bernt JANSSON,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Netherlands,Jan BAZEN,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Netherlands,Jan BAZEN,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Norway,Arnulf SUNDE,Austria,Innsbruck 1976,1976
Speed skating,500m men,,Netherlands,Klaas VRIEND,Austria,Innsbruck 1976,1976
Speed skating,1000m women,,Soviet Union,Lyudmila TITOVA,Austria,Innsbruck 1976,1976
Speed skating,1000m women,,German Democratic Republic (Germany),Monika ZERNICEK,Austria,Innsbruck 1976,1976
Speed skating,1000m women,,United States of America,Margaret CROWE,Austria,Innsbruck 1976,1976
Figure skating,Pairs mixed,,German Democratic Republic (Germany),Romy KERMER,Austria,Innsbruck 1976,1976
Figure skating,Pairs mixed,,German Democratic Republic (Germany),Rolf ÖSTERREICH,Austria,Innsbruck 1976,1976
Figure skating,Pairs mixed,,German Democratic Republic (Germany),Manuela GROSS,Austria,Innsbruck 1976,1976
Figure skating,Pairs mixed,,German Democratic Republic (Germany),Uwe KAGELMANN,Austria,Innsbruck 1976,1976
Speed skating,10000m men,,Norway,Sten STENSEN,Austria,Innsbruck 1976,1976
Speed skating,5000m men,,Norway,Sten STENSEN,Austria,Innsbruck 1976,1976
Speed skating,1500m men,,Norway,Jan Egil STORHOLT,Austria,Innsbruck 1976,1976
Speed skating,3000m women,,Norway,Lisbeth KORSMO,Austria,Innsbruck 1976,1976
Speed skating,1000m men,,Norway,Jörn DIDRIKSEN,Austria,Innsbruck 1976,1976
Figure skating,Pairs mixed,,Soviet Union,Irina RODNINA,Austria,Innsbruck 1976,1976
Figure skating,Pairs mixed,,Soviet Union,Aleksandr ZAYTSEV,Austria,Innsbruck 1976,1976
Figure skating,Ice dancing mixed,,Soviet Union,Lyudmila PAKHOMOVA,Austria,Innsbruck 1976,1976
Figure skating,Ice dancing mixed,,Soviet Union,Aleksandr Gorshkov,Austria,Innsbruck 1976,1976
Figure skating,Ice dancing mixed,,Soviet Union,Irina MOISEYEVA,Austria,Innsbruck 1976,1976
Figure skating,Ice dancing mixed,,Soviet Union,Andrey MINENKOV,Austria,Innsbruck 1976,1976
Figure skating,Ice dancing mixed,,United States of America,Colleen O'CONNOR,Austria,Innsbruck 1976,1976
Figure skating,Ice dancing mixed,,United States of America,"Jim Millns, Jr.",Austria,Innsbruck 1976,1976
Figure skating,Pairs mixed,"[('Irina RODNINA', 'https://olympics.com/en/athletes/irina-rodnina'), ('Aleksey ULANOV', 'https://olympics.com/en/athletes/aleksey-ulanov')]",Soviet Union,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Lyudmila SMIRNOVA', 'https://olympics.com/en/athletes/lyudmila-smirnova'), ('Andrey SURAYKIN', 'https://olympics.com/en/athletes/andrey-suraykin')]",Soviet Union,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Manuela GROSS', 'https://olympics.com/en/athletes/manuela-gross'), ('Uwe KAGELMANN', 'https://olympics.com/en/athletes/uwe-kagelmann')]",German Democratic Republic (Germany),,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Alicia STARBUCK', 'https://olympics.com/en/athletes/alicia-starbuck'), ('Kenneth SHELLEY', 'https://olympics.com/en/athletes/kenneth-shelley')]",United States of America,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Melissa MILITANO', 'https://olympics.com/en/athletes/melissa-militano'), ('Mark MILITANO', 'https://olympics.com/en/athletes/mark-militano')]",United States of America,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Barbara BROWN', 'https://olympics.com/en/athletes/barbara-brown'), ('Douglas BERNDT', 'https://olympics.com/en/athletes/douglas-berndt')]",United States of America,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Almut LEHMANN', 'https://olympics.com/en/athletes/almut-lehmann'), ('Herbert WIESINGER', 'https://olympics.com/en/athletes/herbert-wiesinger')]",Federal Republic of Germany,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Corinna HALKE', 'https://olympics.com/en/athletes/corinna-halke'), ('Eberhard RAUSCH', 'https://olympics.com/en/athletes/eberhard-rausch')]",Federal Republic of Germany,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Irina TCHERNIAEVA', 'https://olympics.com/en/athletes/irina-tcherniaeva'), ('Vassili BLAGOV', 'https://olympics.com/en/athletes/vassili-blagov')]",Soviet Union,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Annette KANSY', 'https://olympics.com/en/athletes/annette-kansy'), ('Axel SALZMANN', 'https://olympics.com/en/athletes/axel-salzmann')]",German Democratic Republic (Germany),,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Sandra BEZIC', 'https://olympics.com/en/athletes/sandra-bezic'), ('Val BEZIC', 'https://olympics.com/en/athletes/val-bezic')]",Canada,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Mary PETRIE', 'https://olympics.com/en/athletes/mary-petrie'), ('John R. HUBBELL', 'https://olympics.com/en/athletes/john-r-hubbell')]",Canada,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Grazyna KOSTRZEWINSKA', 'https://olympics.com/en/athletes/grazyna-kostrzewinska'), ('Adam BRODECKI', 'https://olympics.com/en/athletes/adam-brodecki')]",Poland,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Florence CAHN', 'https://olympics.com/en/athletes/florence-cahn'), ('Jean-R. RACLE', 'https://olympics.com/en/athletes/jean-r-racle')]",France,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Linda P. CONNOLLY', 'https://olympics.com/en/athletes/linda-p-connolly'), ('Colin TAYLFORTH', 'https://olympics.com/en/athletes/colin-taylforth')]",Great Britain,,Japan,Sapporo 1972,1972
Figure skating,Pairs mixed,"[('Kotoe NAGASAWA', 'https://olympics.com/en/athletes/kotoe-nagasawa'), ('Hiroshi NAGAKUBO', 'https://olympics.com/en/athletes/hiroshi-nagakubo')]",Japan,,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Federal Republic of Germany,Monika HOLZNER-GAWENUS,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Federal Republic of Germany,Monika HOLZNER-GAWENUS,Japan,Sapporo 1972,1972
Speed skating,500m women,,Federal Republic of Germany,Monika HOLZNER-GAWENUS,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Australia,Colin Victor COATES,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Australia,Colin Victor COATES,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Australia,Colin Victor COATES,Japan,Sapporo 1972,1972
Speed skating,500m men,,Australia,Colin Victor COATES,Japan,Sapporo 1972,1972
Speed skating,1500m women,,United States of America,Connie CARPENTER,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Sweden,Sylvia FILIPSSON,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Sweden,Sylvia FILIPSSON,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Sweden,Sylvia FILIPSSON,Japan,Sapporo 1972,1972
Speed skating,500m women,,Sweden,Sylvia FILIPSSON,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Canada,Sylvia BURKA,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Canada,Sylvia BURKA,Japan,Sapporo 1972,1972
Speed skating,500m women,,Canada,Sylvia BURKA,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Norway,Lisbeth KORSMO,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Norway,Lisbeth KORSMO,Japan,Sapporo 1972,1972
Speed skating,500m women,,Norway,Lisbeth KORSMO,Japan,Sapporo 1972,1972
Speed skating,3000m women,,United States of America,Leah MUELLER,Japan,Sapporo 1972,1972
Speed skating,1500m women,,United States of America,Leah MUELLER,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Sweden,Ann-Sofie JÄRNSTRÖM,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Sweden,Ann-Sofie JÄRNSTRÖM,Japan,Sapporo 1972,1972
Speed skating,500m women,,Sweden,Ann-Sofie JÄRNSTRÖM,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Federal Republic of Germany,Herbert SCHWARZ,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Federal Republic of Germany,Herbert SCHWARZ,Japan,Sapporo 1972,1972
Speed skating,500m men,,Federal Republic of Germany,Herbert SCHWARZ,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Sweden,Örjan SANDLER,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Sweden,Örjan SANDLER,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Sweden,Johan GRANATH,Japan,Sapporo 1972,1972
Speed skating,500m men,,Sweden,Johan GRANATH,Japan,Sapporo 1972,1972
Figure skating,Individual men,,German Democratic Republic (Germany),Jan HOFFMANN,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Soviet Union,Vladimir KOVALYOV,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Netherlands,Dianne DE LEEUW,Japan,Sapporo 1972,1972
Figure skating,Individual women,,German Democratic Republic (Germany),Christine ERRATH,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Federal Republic of Germany,Isabel DUVAL DE NAVARRE,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Great Britain,John CURRY,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Canada,Toller CRANSTON,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Soviet Union,Yuri OVCHINNIKOV,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Norway,Sten STENSEN,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Norway,Sten STENSEN,Japan,Sapporo 1972,1972
Speed skating,5000m men,,United States of America,Daniel Joseph CARROLL,Japan,Sapporo 1972,1972
Speed skating,10000m men,,United States of America,Daniel Joseph CARROLL,Japan,Sapporo 1972,1972
Speed skating,1500m men,,United States of America,Daniel Joseph CARROLL,Japan,Sapporo 1972,1972
Speed skating,5000m men,,United States of America,Charles GILMORE,Japan,Sapporo 1972,1972
Speed skating,1000m women,,United States of America,Sheila YOUNG,Japan,Sapporo 1972,1972
Speed skating,500m women,,United States of America,Sheila YOUNG,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Canada,Cathy PRIESTNER,Japan,Sapporo 1972,1972
Speed skating,500m women,,Canada,Cathy PRIESTNER,Japan,Sapporo 1972,1972
Speed skating,500m women,,Soviet Union,Vera KRASNOVA,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Norway,Sigrid SUNDBY,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Norway,Sigrid SUNDBY,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Norway,Sigrid SUNDBY,Japan,Sapporo 1972,1972
Speed skating,500m women,,Norway,Sigrid SUNDBY,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Soviet Union,Nina STATKEVITCH,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Soviet Union,Nina STATKEVITCH,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Soviet Union,Nina STATKEVITCH,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Finland,Tuula VILKAS,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Finland,Tuula VILKAS,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Finland,Tuula VILKAS,Japan,Sapporo 1972,1972
Speed skating,500m women,,Finland,Tuula VILKAS,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Canada,Andrew BARRON,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Canada,Andrew BARRON,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Italy,Bruno TONIOLLI,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Italy,Bruno TONIOLLI,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Italy,Bruno TONIOLLI,Japan,Sapporo 1972,1972
Speed skating,500m men,,Italy,Bruno TONIOLLI,Japan,Sapporo 1972,1972
Speed skating,5000m men,,France,Richard TOURNE,Japan,Sapporo 1972,1972
Speed skating,10000m men,,France,Richard TOURNE,Japan,Sapporo 1972,1972
Speed skating,1500m men,,France,Richard TOURNE,Japan,Sapporo 1972,1972
Speed skating,500m men,,France,Richard TOURNE,Japan,Sapporo 1972,1972
Speed skating,500m men,,Sweden,Mats WALLBERG,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Canada,Gayle GORDON,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Canada,Gayle GORDON,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Soviet Union,Valery MURATOV,Japan,Sapporo 1972,1972
Speed skating,500m men,,Soviet Union,Valery MURATOV,Japan,Sapporo 1972,1972
Speed skating,500m men,,Japan,Masaki SUZUKI,Japan,Sapporo 1972,1972
Speed skating,500m men,,Japan,Norio HIRATE,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Soviet Union,Lyudmila TITOVA,Japan,Sapporo 1972,1972
Speed skating,500m women,,Soviet Union,Lyudmila TITOVA,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Austria,Beatrix SCHUBA,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Canada,Karen MAGNUSSEN,Japan,Sapporo 1972,1972
Figure skating,Individual women,,United States of America,Janet LYNN,Japan,Sapporo 1972,1972
Figure skating,Individual women,,United States of America,Julie HOLMES,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Hungary,Zsuzsa ALMASSY,Japan,Sapporo 1972,1972
Figure skating,Individual women,,German Democratic Republic (Germany),Sonja MORGENSTERN,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Italy,Rita TRAPANESE,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Switzerland,Charlotte WALTER,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Japan,Kusumi YAMASHITA,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Great Britain,Jean SCOTT,Japan,Sapporo 1972,1972
Figure skating,Individual women,,United States of America,Suna MURRAY,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Canada,Catherine IRWIN,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Sweden,Anita JOHANSSON,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Austria,Sonja BALUN,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Soviet Union,Marina SANAIA,Japan,Sapporo 1972,1972
Figure skating,Individual women,,Republic of Korea,Myung-Su CHANG,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Czechoslovakia,Ondrej NEPELA,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Soviet Union,Sergey CHETVERUKHIN,Japan,Sapporo 1972,1972
Figure skating,Individual men,,France,Patrick PERA,Japan,Sapporo 1972,1972
Figure skating,Individual men,,United States of America,Kenneth SHELLEY,Japan,Sapporo 1972,1972
Figure skating,Individual men,,United States of America,John Misha PETKEVICH,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Great Britain,Haig OUNDJIAN,Japan,Sapporo 1972,1972
Figure skating,Individual men,,United States of America,"Gordie McKellen, Jr.",Japan,Sapporo 1972,1972
Figure skating,Individual men,,France,Didier GAILHAGUET,Japan,Sapporo 1972,1972
Figure skating,Individual men,,France,Jacques MROZEK,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Austria,Günter ANDERL,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Japan,Yutaka HIGUCHI,Japan,Sapporo 1972,1972
Figure skating,Individual men,,Romania,Gheorghe FAZAKAS,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Netherlands,Ard SCHENK,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Netherlands,Ard SCHENK,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Netherlands,Ard SCHENK,Japan,Sapporo 1972,1972
Speed skating,500m men,,Netherlands,Ard SCHENK,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Norway,Roar GRÖNVOLD,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Norway,Roar GRÖNVOLD,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Sweden,Göran CLAESSON,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Sweden,Göran CLAESSON,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Sweden,Göran CLAESSON,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Norway,Willy OLSEN,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Netherlands,Cornelis VERKERK,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Netherlands,Cornelis VERKERK,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Netherlands,Cornelis VERKERK,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Soviet Union,Valery Lavrushkin,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Soviet Union,Valery Lavrushkin,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Soviet Union,Valery Lavrushkin,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Netherlands,Jan BOLS,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Netherlands,Jan BOLS,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Netherlands,Jan BOLS,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Federal Republic of Germany,Gerhard ZIMMERMANN,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Federal Republic of Germany,Gerhard ZIMMERMANN,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Federal Republic of Germany,Gerhard ZIMMERMANN,Japan,Sapporo 1972,1972
Speed skating,500m men,,Federal Republic of Germany,Gerhard ZIMMERMANN,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Finland,Kimmo KOSKINEN,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Finland,Kimmo KOSKINEN,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Finland,Kimmo KOSKINEN,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Sweden,Johnny HÖGLIN,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Sweden,Johnny HÖGLIN,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Japan,Kiyomi ITO,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Japan,Kiyomi ITO,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Japan,Kiyomi ITO,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Italy,Giancarlo GLODER,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Italy,Giancarlo GLODER,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Italy,Giancarlo GLODER,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Japan,Osamu NAITO,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Japan,Osamu NAITO,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Finland,Jouko SALAKKA,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Finland,Jouko SALAKKA,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Finland,Jouko SALAKKA,Japan,Sapporo 1972,1972
Speed skating,500m men,,Finland,Jouko SALAKKA,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Canada,Kevin SIROIS,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Canada,Kevin SIROIS,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Canada,Kevin SIROIS,Japan,Sapporo 1972,1972
Speed skating,5000m men,,United States of America,Clark KING,Japan,Sapporo 1972,1972
Speed skating,10000m men,,United States of America,Clark KING,Japan,Sapporo 1972,1972
Speed skating,1500m men,,United States of America,Clark KING,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Great Britain,David HAMPTON,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Great Britain,David HAMPTON,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Great Britain,David HAMPTON,Japan,Sapporo 1972,1972
Speed skating,500m men,,Great Britain,David HAMPTON,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Great Britain,John Barry BLEWITT,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Great Britain,John Barry BLEWITT,Japan,Sapporo 1972,1972
Speed skating,1500m men,,Great Britain,John Barry BLEWITT,Japan,Sapporo 1972,1972
Speed skating,5000m men,,Mongolia,Tsend Luvsansharavyn,Japan,Sapporo 1972,1972
Speed skating,10000m men,,Mongolia,Tsend Luvsansharavyn,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Netherlands,Stien Baas-Kaiser,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Netherlands,Stien Baas-Kaiser,Japan,Sapporo 1972,1972
Speed skating,3000m women,,United States of America,Dianne HOLUM,Japan,Sapporo 1972,1972
Speed skating,1000m women,,United States of America,Dianne HOLUM,Japan,Sapporo 1972,1972
Speed skating,1500m women,,United States of America,Dianne HOLUM,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Netherlands,Atje DEELSTRA,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Netherlands,Atje DEELSTRA,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Netherlands,Atje DEELSTRA,Japan,Sapporo 1972,1972
Speed skating,500m women,,Netherlands,Atje DEELSTRA,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Netherlands,Sippie TIGCHELAAR,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Soviet Union,Kapitolina SEREGUINA,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Soviet Union,Kapitolina SEREGUINA,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Soviet Union,Lyudmila Savrulina,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Soviet Union,Lyudmila Savrulina,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Soviet Union,Lyudmila Savrulina,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Democratic People's Republic of Korea,Pil-Hwa Han,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Democratic People's Republic of Korea,Pil-Hwa Han,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Democratic People's Republic of Korea,Pil-Hwa Han,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Democratic People's Republic of Korea,Bok Soon KIM,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Democratic People's Republic of Korea,Bok Soon KIM,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Japan,Satomi KOIKE,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Japan,Satomi KOIKE,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Democratic People's Republic of Korea,Ok Soon KIM,Japan,Sapporo 1972,1972
Speed skating,3000m women,,German Democratic Republic (Germany),Rosemarie TAUPADEL,Japan,Sapporo 1972,1972
Speed skating,1000m women,,German Democratic Republic (Germany),Rosemarie TAUPADEL,Japan,Sapporo 1972,1972
Speed skating,1500m women,,German Democratic Republic (Germany),Rosemarie TAUPADEL,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Japan,Kaname IDE,Japan,Sapporo 1972,1972
Speed skating,1500m women,,Japan,Kaname IDE,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Japan,Akiko ARUGA,Japan,Sapporo 1972,1972
Speed skating,3000m women,,Republic of Korea,Seon-Ok Jeon,Japan,Sapporo 1972,1972
Speed skating,1000m women,,Republic of Korea,Seon-Ok Jeon,Japan,Sapporo 1972,1972
